Continent	Sex	Religion	D_INTERVIEW	Question_col
Oceania	Male	Do not belong to a denomination	554070375	Q128
Oceania	Male	Roman Catholic	36071241	Q128
Oceania	Male	Roman Catholic	36070335	Q128
Oceania	Male	Roman Catholic	36070134	Q128
Oceania	Male	Roman Catholic	36071745	Q128
Oceania	Male	Roman Catholic	36071474	Q128
Oceania	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	36071671	Q128
Oceania	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	554070691	Q128
Oceania	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	36071618	Q128
Oceania	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	554070127	Q128
Oceania	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	36070226	Q128
Oceania	Female	Do not belong to a denomination	36070311	Q128
Oceania	Female	Do not belong to a denomination	554070755	Q128
Oceania	Female	Do not belong to a denomination	554070641	Q128
Oceania	Female	Do not belong to a denomination	36071381	Q128
Oceania	Female	Do not belong to a denomination	36070227	Q128
Oceania	Female	Roman Catholic	554070895	Q128
Oceania	Female	Roman Catholic	36071281	Q128
Oceania	Female	Roman Catholic	36071294	Q128
Oceania	Female	Roman Catholic	36070868	Q128
Oceania	Female	Roman Catholic	36071504	Q128
Oceania	Female	Protestant	36070010	Q128
Oceania	Female	Protestant	36070820	Q128
Oceania	Female	Protestant	36070057	Q128
Oceania	Female	Protestant	36070879	Q128
Oceania	Female	Protestant	36070266	Q128
Oceania	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	554070998	Q128
Oceania	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	554070045	Q128
Oceania	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	554070210	Q128
Oceania	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	554070810	Q128
Oceania	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	554070237	Q128
Asia	Male	Muslim	360070941	Q126
Asia	Male	Muslim	398070377	Q126
Asia	Male	Muslim	364071232	Q126
Asia	Male	Muslim	50070195	Q126
Asia	Male	Muslim	360072264	Q126
Asia	Male	Other	158071217	Q126
Asia	Male	Other	158070800	Q126
Asia	Male	Other	158070827	Q126
Asia	Male	Other	158070043	Q126
Asia	Male	Other	158070625	Q126
Asia	Male	Orthodox (Russian/Greek/etc.)	422070583	Q126
Asia	Male	Orthodox (Russian/Greek/etc.)	398070594	Q126
Asia	Male	Orthodox (Russian/Greek/etc.)	398070971	Q126
Asia	Male	Orthodox (Russian/Greek/etc.)	496070520	Q126
Asia	Male	Orthodox (Russian/Greek/etc.)	422070663	Q126
Asia	Male	Do not belong to a denomination	446070273	Q126
Asia	Male	Do not belong to a denomination	392071227	Q126
Asia	Male	Do not belong to a denomination	410070664	Q126
Asia	Male	Do not belong to a denomination	496071319	Q126
Asia	Male	Do not belong to a denomination	392070238	Q126
Asia	Male	Roman Catholic	764070730	Q126
Asia	Male	Roman Catholic	422070623	Q126
Asia	Male	Roman Catholic	702070078	Q126
Asia	Male	Roman Catholic	702070484	Q126
Asia	Male	Roman Catholic	360073027	Q126
Asia	Male	Buddhist	764071226	Q126
Asia	Male	Buddhist	496071283	Q126
Asia	Male	Buddhist	764070761	Q126
Asia	Male	Buddhist	344070660	Q126
Asia	Male	Buddhist	104070967	Q126
Asia	Male	Protestant	410071065	Q126
Asia	Male	Protestant	702071503	Q126
Asia	Male	Protestant	702070170	Q126
Asia	Male	Protestant	410071007	Q126
Asia	Male	Protestant	702071484	Q126
Asia	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458070575	Q126
Asia	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458070935	Q126
Asia	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458070170	Q126
Asia	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458070950	Q126
Asia	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	608070285	Q126
Asia	Male	Hindu	702071551	Q126
Asia	Male	Hindu	702071088	Q126
Asia	Male	Hindu	50070816	Q126
Asia	Male	Hindu	458070236	Q126
Asia	Male	Hindu	50070678	Q126
Asia	Female	Muslim	360070997	Q126
Asia	Female	Muslim	364072762	Q126
Asia	Female	Muslim	360070452	Q126
Asia	Female	Muslim	792070542	Q126
Asia	Female	Muslim	364071134	Q126
Asia	Female	Other	158070288	Q126
Asia	Female	Other	158070871	Q126
Asia	Female	Other	158071208	Q126
Asia	Female	Other	158070320	Q126
Asia	Female	Other	158070729	Q126
Asia	Female	Orthodox (Russian/Greek/etc.)	398070959	Q126
Asia	Female	Orthodox (Russian/Greek/etc.)	398070160	Q126
Asia	Female	Orthodox (Russian/Greek/etc.)	398070884	Q126
Asia	Female	Orthodox (Russian/Greek/etc.)	398071220	Q126
Asia	Female	Orthodox (Russian/Greek/etc.)	398070007	Q126
Asia	Female	Do not belong to a denomination	156072742	Q126
Asia	Female	Do not belong to a denomination	344070761	Q126
Asia	Female	Do not belong to a denomination	156071210	Q126
Asia	Female	Do not belong to a denomination	392070975	Q126
Asia	Female	Do not belong to a denomination	344070321	Q126
Asia	Female	Roman Catholic	608071048	Q126
Asia	Female	Roman Catholic	496070621	Q126
Asia	Female	Roman Catholic	608070098	Q126
Asia	Female	Roman Catholic	608070780	Q126
Asia	Female	Roman Catholic	704070271	Q126
Asia	Female	Buddhist	496071385	Q126
Asia	Female	Buddhist	392070838	Q126
Asia	Female	Buddhist	458070283	Q126
Asia	Female	Buddhist	496070924	Q126
Asia	Female	Buddhist	764071057	Q126
Asia	Female	Protestant	608070972	Q126
Asia	Female	Protestant	496070093	Q126
Asia	Female	Protestant	410070728	Q126
Asia	Female	Protestant	702070613	Q126
Asia	Female	Protestant	344070222	Q126
Asia	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458071251	Q126
Asia	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458071022	Q126
Asia	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458070492	Q126
Asia	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458070078	Q126
Asia	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458070422	Q126
Asia	Female	Hindu	702070743	Q126
Asia	Female	Hindu	702071299	Q126
Asia	Female	Hindu	702070797	Q126
Asia	Female	Hindu	360072374	Q126
Asia	Female	Hindu	50071145	Q126
Europe	Male	Muslim	196070975	Q126
Europe	Male	Muslim	643071711	Q126
Europe	Male	Muslim	528071774	Q126
Europe	Male	Muslim	643071445	Q126
Europe	Male	Muslim	196070837	Q126
Europe	Male	Other	528070613	Q126
Europe	Male	Other	826070498	Q126
Europe	Male	Other	643070061	Q126
Europe	Male	Other	276070162	Q126
Europe	Male	Other	276071320	Q126
Europe	Male	Orthodox (Russian/Greek/etc.)	196070007	Q126
Europe	Male	Orthodox (Russian/Greek/etc.)	688071015	Q126
Europe	Male	Orthodox (Russian/Greek/etc.)	643070481	Q126
Europe	Male	Orthodox (Russian/Greek/etc.)	804070662	Q126
Europe	Male	Orthodox (Russian/Greek/etc.)	196070435	Q126
Europe	Male	Do not belong to a denomination	276070543	Q126
Europe	Male	Do not belong to a denomination	826072405	Q126
Europe	Male	Do not belong to a denomination	203070128	Q126
Europe	Male	Do not belong to a denomination	276071277	Q126
Europe	Male	Do not belong to a denomination	276070060	Q126
Europe	Male	Roman Catholic	20070933	Q126
Europe	Male	Roman Catholic	703070629	Q126
Europe	Male	Roman Catholic	703070894	Q126
Europe	Male	Roman Catholic	20070479	Q126
Europe	Male	Roman Catholic	276071379	Q126
Europe	Male	Protestant	909070259	Q126
Europe	Male	Protestant	276071154	Q126
Europe	Male	Protestant	826070364	Q126
Europe	Male	Protestant	528071622	Q126
Europe	Male	Protestant	528071699	Q126
Europe	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826071193	Q126
Europe	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826071745	Q126
Europe	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826072105	Q126
Europe	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826070429	Q126
Europe	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826070746	Q126
Europe	Male	Hindu	20070304	Q126
Europe	Male	Hindu	20070922	Q126
Europe	Male	Hindu	20070595	Q126
Europe	Male	Hindu	528072032	Q126
Europe	Male	Hindu	300070057	Q126
Europe	Female	Muslim	643070287	Q126
Europe	Female	Muslim	196070851	Q126
Europe	Female	Muslim	196070688	Q126
Europe	Female	Muslim	643071317	Q126
Europe	Female	Muslim	196070605	Q126
Europe	Female	Other	826072471	Q126
Europe	Female	Other	643070887	Q126
Europe	Female	Other	528072079	Q126
Europe	Female	Other	528070017	Q126
Europe	Female	Other	643070289	Q126
Europe	Female	Orthodox (Russian/Greek/etc.)	300071146	Q126
Europe	Female	Orthodox (Russian/Greek/etc.)	300070188	Q126
Europe	Female	Orthodox (Russian/Greek/etc.)	643070851	Q126
Europe	Female	Orthodox (Russian/Greek/etc.)	642070086	Q126
Europe	Female	Orthodox (Russian/Greek/etc.)	688070690	Q126
Europe	Female	Do not belong to a denomination	703070417	Q126
Europe	Female	Do not belong to a denomination	826072226	Q126
Europe	Female	Do not belong to a denomination	276071294	Q126
Europe	Female	Do not belong to a denomination	276070825	Q126
Europe	Female	Do not belong to a denomination	826070191	Q126
Europe	Female	Roman Catholic	703070189	Q126
Europe	Female	Roman Catholic	203070195	Q126
Europe	Female	Roman Catholic	909070314	Q126
Europe	Female	Roman Catholic	203070784	Q126
Europe	Female	Roman Catholic	203070902	Q126
Europe	Female	Protestant	826072340	Q126
Europe	Female	Protestant	826072394	Q126
Europe	Female	Protestant	276070598	Q126
Europe	Female	Protestant	826070958	Q126
Europe	Female	Protestant	826071005	Q126
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826071319	Q126
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826070386	Q126
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826071017	Q126
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826070698	Q126
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826072235	Q126
South America	Male	Other	862070252	Q126
South America	Male	Other	68070565	Q126
South America	Male	Other	152070696	Q126
South America	Male	Other	218070849	Q126
South America	Male	Other	604070765	Q126
South America	Male	Do not belong to a denomination	68071260	Q126
South America	Male	Do not belong to a denomination	68070874	Q126
South America	Male	Do not belong to a denomination	170077228	Q126
South America	Male	Do not belong to a denomination	68071344	Q126
South America	Male	Do not belong to a denomination	32070348	Q126
South America	Male	Roman Catholic	862070830	Q126
South America	Male	Roman Catholic	32070702	Q126
South America	Male	Roman Catholic	862071001	Q126
South America	Male	Roman Catholic	152070608	Q126
South America	Male	Roman Catholic	68070193	Q126
South America	Male	Protestant	152070183	Q126
South America	Male	Protestant	862070395	Q126
South America	Male	Protestant	68071744	Q126
South America	Male	Protestant	862070355	Q126
South America	Male	Protestant	218070191	Q126
South America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	170075529	Q126
South America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	170071755	Q126
South America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	68071222	Q126
South America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	862070074	Q126
South America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	170072727	Q126
South America	Female	Other	32070256	Q126
South America	Female	Other	32070299	Q126
South America	Female	Other	32070608	Q126
South America	Female	Other	32070770	Q126
South America	Female	Other	76070851	Q126
South America	Female	Do not belong to a denomination	152070512	Q126
South America	Female	Do not belong to a denomination	170071533	Q126
South America	Female	Do not belong to a denomination	76071534	Q126
South America	Female	Do not belong to a denomination	68071428	Q126
South America	Female	Do not belong to a denomination	32070354	Q126
South America	Female	Roman Catholic	862070279	Q126
South America	Female	Roman Catholic	862070178	Q126
South America	Female	Roman Catholic	170076650	Q126
South America	Female	Roman Catholic	170073588	Q126
South America	Female	Roman Catholic	68072060	Q126
South America	Female	Protestant	76071538	Q126
South America	Female	Protestant	862071059	Q126
South America	Female	Protestant	76071674	Q126
South America	Female	Protestant	76071188	Q126
South America	Female	Protestant	218070498	Q126
South America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	170074724	Q126
South America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	68071580	Q126
South America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	170077747	Q126
South America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	170079257	Q126
South America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	170074738	Q126
Africa	Male	Muslim	566070845	Q126
Africa	Male	Muslim	231070271	Q126
Africa	Male	Muslim	566070687	Q126
Africa	Male	Muslim	818070582	Q126
Africa	Male	Muslim	818070345	Q126
Africa	Male	Orthodox (Russian/Greek/etc.)	231071151	Q126
Africa	Male	Orthodox (Russian/Greek/etc.)	231070882	Q126
Africa	Male	Orthodox (Russian/Greek/etc.)	231070434	Q126
Africa	Male	Orthodox (Russian/Greek/etc.)	231071213	Q126
Africa	Male	Orthodox (Russian/Greek/etc.)	231071162	Q126
Africa	Male	Do not belong to a denomination	716070832	Q126
Africa	Male	Do not belong to a denomination	716070468	Q126
Africa	Male	Do not belong to a denomination	716071176	Q126
Africa	Male	Do not belong to a denomination	504070146	Q126
Africa	Male	Do not belong to a denomination	716071184	Q126
Africa	Male	Roman Catholic	404070854	Q126
Africa	Male	Roman Catholic	716070038	Q126
Africa	Male	Roman Catholic	716070447	Q126
Africa	Male	Roman Catholic	716070352	Q126
Africa	Male	Roman Catholic	716070676	Q126
Africa	Male	Protestant	404070552	Q126
Africa	Male	Protestant	566070325	Q126
Africa	Male	Protestant	404070615	Q126
Africa	Male	Protestant	566070091	Q126
Africa	Male	Protestant	404070542	Q126
Africa	Female	Muslim	434070342	Q126
Africa	Female	Muslim	818070663	Q126
Africa	Female	Muslim	434070950	Q126
Africa	Female	Muslim	716070739	Q126
Africa	Female	Muslim	231070190	Q126
Africa	Female	Orthodox (Russian/Greek/etc.)	231070315	Q126
Africa	Female	Orthodox (Russian/Greek/etc.)	231070165	Q126
Africa	Female	Orthodox (Russian/Greek/etc.)	231070280	Q126
Africa	Female	Orthodox (Russian/Greek/etc.)	231071038	Q126
Africa	Female	Orthodox (Russian/Greek/etc.)	231070998	Q126
Africa	Female	Do not belong to a denomination	716070213	Q126
Africa	Female	Do not belong to a denomination	716070172	Q126
Africa	Female	Do not belong to a denomination	404070015	Q126
Africa	Female	Do not belong to a denomination	504070650	Q126
Africa	Female	Do not belong to a denomination	566071005	Q126
Africa	Female	Roman Catholic	716070784	Q126
Africa	Female	Roman Catholic	716070126	Q126
Africa	Female	Roman Catholic	566070551	Q126
Africa	Female	Roman Catholic	716070017	Q126
Africa	Female	Roman Catholic	716070405	Q126
Africa	Female	Protestant	404070710	Q126
Africa	Female	Protestant	566070803	Q126
Africa	Female	Protestant	404070445	Q126
Africa	Female	Protestant	404070092	Q126
Africa	Female	Protestant	566070898	Q126
North America	Male	Muslim	124071047	Q126
North America	Male	Muslim	124074264	Q126
North America	Male	Muslim	124073205	Q126
North America	Male	Muslim	840072690	Q126
North America	Male	Muslim	124070797	Q126
North America	Male	Other	124075368	Q126
North America	Male	Other	124074936	Q126
North America	Male	Other	840071679	Q126
North America	Male	Other	124070670	Q126
North America	Male	Other	124073285	Q126
North America	Male	Orthodox (Russian/Greek/etc.)	124072716	Q126
North America	Male	Orthodox (Russian/Greek/etc.)	124073119	Q126
North America	Male	Orthodox (Russian/Greek/etc.)	124070992	Q126
North America	Male	Orthodox (Russian/Greek/etc.)	840071552	Q126
North America	Male	Orthodox (Russian/Greek/etc.)	124074018	Q126
North America	Male	Do not belong to a denomination	124071950	Q126
North America	Male	Do not belong to a denomination	840072545	Q126
North America	Male	Do not belong to a denomination	124072355	Q126
North America	Male	Do not belong to a denomination	558070499	Q126
North America	Male	Do not belong to a denomination	124072602	Q126
North America	Male	Roman Catholic	630070264	Q126
North America	Male	Roman Catholic	558070276	Q126
North America	Male	Roman Catholic	124073688	Q126
North America	Male	Roman Catholic	484071422	Q126
North America	Male	Roman Catholic	484070057	Q126
North America	Male	Buddhist	124072131	Q126
North America	Male	Buddhist	124075385	Q126
North America	Male	Buddhist	840072459	Q126
North America	Male	Buddhist	124072751	Q126
North America	Male	Buddhist	840072719	Q126
North America	Male	Protestant	630070749	Q126
North America	Male	Protestant	558071153	Q126
North America	Male	Protestant	558070714	Q126
North America	Male	Protestant	124070938	Q126
North America	Male	Protestant	124075128	Q126
North America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	630070817	Q126
North America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	840071019	Q126
North America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	558070979	Q126
North America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	558070032	Q126
North America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	558070461	Q126
North America	Male	Jew	124070522	Q126
North America	Male	Jew	124073544	Q126
North America	Male	Jew	124072322	Q126
North America	Male	Jew	840073186	Q126
North America	Male	Jew	124070639	Q126
North America	Female	Muslim	840072305	Q126
North America	Female	Muslim	124072524	Q126
North America	Female	Muslim	124073243	Q126
North America	Female	Muslim	124073003	Q126
North America	Female	Muslim	124072768	Q126
North America	Female	Other	124071403	Q126
North America	Female	Other	124073543	Q126
North America	Female	Other	124072983	Q126
North America	Female	Other	124070296	Q126
North America	Female	Other	124075290	Q126
North America	Female	Do not belong to a denomination	124075729	Q126
North America	Female	Do not belong to a denomination	124073536	Q126
North America	Female	Do not belong to a denomination	124075045	Q126
North America	Female	Do not belong to a denomination	124075858	Q126
North America	Female	Do not belong to a denomination	124072499	Q126
North America	Female	Roman Catholic	484071152	Q126
North America	Female	Roman Catholic	124072320	Q126
North America	Female	Roman Catholic	484071052	Q126
North America	Female	Roman Catholic	840071424	Q126
North America	Female	Roman Catholic	484070094	Q126
North America	Female	Buddhist	840073292	Q126
North America	Female	Buddhist	630070030	Q126
North America	Female	Buddhist	630070014	Q126
North America	Female	Buddhist	840071418	Q126
North America	Female	Buddhist	840072782	Q126
North America	Female	Protestant	840072421	Q126
North America	Female	Protestant	558070460	Q126
North America	Female	Protestant	630070716	Q126
North America	Female	Protestant	320070307	Q126
North America	Female	Protestant	124073210	Q126
North America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	630070255	Q126
North America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	630070632	Q126
North America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	558071049	Q126
North America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	630070856	Q126
North America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	840071929	Q126
Oceania	Male	Do not belong to a denomination	36071557	Q126
Oceania	Male	Do not belong to a denomination	554070893	Q126
Oceania	Male	Do not belong to a denomination	36071116	Q126
Oceania	Male	Do not belong to a denomination	36070894	Q126
Oceania	Male	Do not belong to a denomination	554070375	Q126
Oceania	Male	Roman Catholic	36071474	Q126
Oceania	Male	Roman Catholic	36070837	Q126
Oceania	Male	Roman Catholic	36070134	Q126
Oceania	Male	Roman Catholic	36070626	Q126
Oceania	Male	Roman Catholic	36071691	Q126
Oceania	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	36070522	Q126
Oceania	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	36070722	Q126
Oceania	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	36071374	Q126
Oceania	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	36071671	Q126
Oceania	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	36071305	Q126
Oceania	Female	Do not belong to a denomination	36070966	Q126
Oceania	Female	Do not belong to a denomination	36070853	Q126
Oceania	Female	Do not belong to a denomination	36071635	Q126
Oceania	Female	Do not belong to a denomination	554070364	Q126
Oceania	Female	Do not belong to a denomination	36070438	Q126
Oceania	Female	Roman Catholic	36070584	Q126
Oceania	Female	Roman Catholic	36071536	Q126
Oceania	Female	Roman Catholic	36071673	Q126
Oceania	Female	Roman Catholic	554070098	Q126
Oceania	Female	Roman Catholic	36070760	Q126
Oceania	Female	Protestant	36070879	Q126
Oceania	Female	Protestant	36070057	Q126
Oceania	Female	Protestant	36070010	Q126
Oceania	Female	Protestant	36070463	Q126
Oceania	Female	Protestant	36070820	Q126
Oceania	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	554070237	Q126
Oceania	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	36070923	Q126
Oceania	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	554071037	Q126
Oceania	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	554070452	Q126
Oceania	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	554070334	Q126
Asia	Male	Muslim	586071813	Q124
Asia	Male	Muslim	792070934	Q124
Asia	Male	Muslim	400070758	Q124
Asia	Male	Muslim	400070988	Q124
Asia	Male	Muslim	458070467	Q124
Asia	Male	Other	158070644	Q124
Asia	Male	Other	158070979	Q124
Asia	Male	Other	158070904	Q124
Asia	Male	Other	158070366	Q124
Asia	Male	Other	158070613	Q124
Asia	Male	Orthodox (Russian/Greek/etc.)	422070689	Q124
Asia	Male	Orthodox (Russian/Greek/etc.)	417071094	Q124
Asia	Male	Orthodox (Russian/Greek/etc.)	422070921	Q124
Asia	Male	Orthodox (Russian/Greek/etc.)	417071067	Q124
Asia	Male	Orthodox (Russian/Greek/etc.)	410070537	Q124
Asia	Male	Do not belong to a denomination	410071001	Q124
Asia	Male	Do not belong to a denomination	156072439	Q124
Asia	Male	Do not belong to a denomination	344070092	Q124
Asia	Male	Do not belong to a denomination	702070644	Q124
Asia	Male	Do not belong to a denomination	156072718	Q124
Asia	Male	Roman Catholic	702070663	Q124
Asia	Male	Roman Catholic	608071085	Q124
Asia	Male	Roman Catholic	608070573	Q124
Asia	Male	Roman Catholic	496071307	Q124
Asia	Male	Roman Catholic	422070619	Q124
Asia	Male	Buddhist	764070493	Q124
Asia	Male	Buddhist	156071876	Q124
Asia	Male	Buddhist	104070881	Q124
Asia	Male	Buddhist	764070329	Q124
Asia	Male	Buddhist	392070293	Q124
Asia	Male	Protestant	360073083	Q124
Asia	Male	Protestant	410071046	Q124
Asia	Male	Protestant	344070119	Q124
Asia	Male	Protestant	608070429	Q124
Asia	Male	Protestant	702070915	Q124
Asia	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458070431	Q124
Asia	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458070132	Q124
Asia	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458070837	Q124
Asia	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458071068	Q124
Asia	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458070707	Q124
Asia	Male	Hindu	458070456	Q124
Asia	Male	Hindu	458070286	Q124
Asia	Male	Hindu	458071050	Q124
Asia	Male	Hindu	50070469	Q124
Asia	Male	Hindu	458070236	Q124
Asia	Female	Muslim	702071093	Q124
Asia	Female	Muslim	400070139	Q124
Asia	Female	Muslim	360071346	Q124
Asia	Female	Muslim	462070150	Q124
Asia	Female	Muslim	422071012	Q124
Asia	Female	Other	158070313	Q124
Asia	Female	Other	702070220	Q124
Asia	Female	Other	344070746	Q124
Asia	Female	Other	158071046	Q124
Asia	Female	Other	702070202	Q124
Asia	Female	Orthodox (Russian/Greek/etc.)	398070998	Q124
Asia	Female	Orthodox (Russian/Greek/etc.)	398070149	Q124
Asia	Female	Orthodox (Russian/Greek/etc.)	398070528	Q124
Asia	Female	Orthodox (Russian/Greek/etc.)	417070712	Q124
Asia	Female	Orthodox (Russian/Greek/etc.)	398070464	Q124
Asia	Female	Do not belong to a denomination	702071447	Q124
Asia	Female	Do not belong to a denomination	392071191	Q124
Asia	Female	Do not belong to a denomination	496071580	Q124
Asia	Female	Do not belong to a denomination	446070653	Q124
Asia	Female	Do not belong to a denomination	344070157	Q124
Asia	Female	Roman Catholic	608070958	Q124
Asia	Female	Roman Catholic	608070228	Q124
Asia	Female	Roman Catholic	608071052	Q124
Asia	Female	Roman Catholic	344071071	Q124
Asia	Female	Roman Catholic	608070732	Q124
Asia	Female	Buddhist	764071118	Q124
Asia	Female	Buddhist	158070176	Q124
Asia	Female	Buddhist	702070963	Q124
Asia	Female	Buddhist	446070956	Q124
Asia	Female	Buddhist	458070159	Q124
Asia	Female	Protestant	344071518	Q124
Asia	Female	Protestant	410070392	Q124
Asia	Female	Protestant	410070872	Q124
Asia	Female	Protestant	156072967	Q124
Asia	Female	Protestant	344070711	Q124
Asia	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	446070647	Q124
Asia	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	446070948	Q124
Asia	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458070544	Q124
Asia	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458070078	Q124
Asia	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458070442	Q124
Asia	Female	Hindu	702070797	Q124
Asia	Female	Hindu	104070838	Q124
Asia	Female	Hindu	458070062	Q124
Asia	Female	Hindu	50070141	Q124
Asia	Female	Hindu	360072413	Q124
Europe	Male	Muslim	826071496	Q124
Europe	Male	Muslim	196070893	Q124
Europe	Male	Muslim	300070014	Q124
Europe	Male	Muslim	826070411	Q124
Europe	Male	Muslim	196070849	Q124
Europe	Male	Other	804070500	Q124
Europe	Male	Other	528070613	Q124
Europe	Male	Other	276071320	Q124
Europe	Male	Other	528070183	Q124
Europe	Male	Other	276070162	Q124
Europe	Male	Orthodox (Russian/Greek/etc.)	300070832	Q124
Europe	Male	Orthodox (Russian/Greek/etc.)	688070455	Q124
Europe	Male	Orthodox (Russian/Greek/etc.)	643070408	Q124
Europe	Male	Orthodox (Russian/Greek/etc.)	804070217	Q124
Europe	Male	Orthodox (Russian/Greek/etc.)	642070847	Q124
Europe	Male	Do not belong to a denomination	528071681	Q124
Europe	Male	Do not belong to a denomination	703070020	Q124
Europe	Male	Do not belong to a denomination	703070712	Q124
Europe	Male	Do not belong to a denomination	276070685	Q124
Europe	Male	Do not belong to a denomination	643070396	Q124
Europe	Male	Roman Catholic	703070241	Q124
Europe	Male	Roman Catholic	703070800	Q124
Europe	Male	Roman Catholic	20070103	Q124
Europe	Male	Roman Catholic	909070178	Q124
Europe	Male	Roman Catholic	20070217	Q124
Europe	Male	Protestant	276070114	Q124
Europe	Male	Protestant	804070318	Q124
Europe	Male	Protestant	826071993	Q124
Europe	Male	Protestant	528071622	Q124
Europe	Male	Protestant	703070645	Q124
Europe	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	909070181	Q124
Europe	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826072105	Q124
Europe	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826070289	Q124
Europe	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826070188	Q124
Europe	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826070746	Q124
Europe	Male	Hindu	20070304	Q124
Europe	Male	Hindu	20070595	Q124
Europe	Male	Hindu	20070922	Q124
Europe	Male	Hindu	20070694	Q124
Europe	Male	Hindu	300070057	Q124
Europe	Female	Muslim	643070369	Q124
Europe	Female	Muslim	688070126	Q124
Europe	Female	Muslim	196070503	Q124
